"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,187.8673,,
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,173.8405,,
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,173.6386,,
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,178.431,,
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,179.6805,,
"XTEXVA01","Exports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,166.2253,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,157.6397,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,164.3937,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,162.8196,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,165.9574,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,178.6651,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,185.7258,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,178.0963,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,185.7121,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,198.9582,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,179.0842,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,176.5343,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,183.4172,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,181.855,,
"XTIMVA01","Imports in goods (value)","JPN","Japan","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,168.0732,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,132.3613,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,132.0614,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,147.0432,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,151.0513,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,143.5386,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,145.0547,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,151.6174,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,153.6409,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,154.5466,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,132.6539,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,138.4935,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,134.7273,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,136.3578,,
"XTEXVA01","Exports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,130.8066,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,110.5949,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,116.4282,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,117.7982,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,120.8528,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,123.3991,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,132.4253,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,133.1529,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,130.3107,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,139.3135,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,123.7972,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,128.7716,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,124.961,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,125.8132,,
"XTIMVA01","Imports in goods (value)","KOR","Korea","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,122.0793,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,100.1354,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,94.71057,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,102.6592,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,101.8534,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,110.2094,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,105.2966,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,113.8791,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,113.9882,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,117.5493,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,108.0953,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,119.2682,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,116.3705,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,116.9699,,
"XTEXVA01","Exports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,108.5222,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,100.9645,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,97.4855,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,102.9655,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,107.9071,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,112.0364,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,107.025,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,116.6215,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,119.7433,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,120.9126,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,109.8683,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,114.2599,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,117.4105,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,113.7566,,
"XTIMVA01","Imports in goods (value)","MEX","Mexico","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,104.7998,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,40.32534,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,39.45794,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,41.30618,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,39.48711,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,44.24338,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,43.24548,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,43.35456,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,42.94548,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,47.62323,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,44.53374,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,43.83055,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,44.42892,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,48.0427,,
"XTEXVA01","Exports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,42.67255,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,52.60718,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,51.80055,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,58.77656,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,62.15215,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,65.98586,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,64.31667,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,63.93692,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,53.45616,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,49.44274,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,50.47187,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,51.6784,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,51.73351,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,56.45969,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,55.65195,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,98.88516,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,100.7807,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,103.5401,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,104.9448,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,113.2475,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,116.8888,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,112.8931,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,110.2878,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,112.2391,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,115.5176,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,107.5461,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,106.5423,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,113.5915,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,102.3834,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,141.767,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,145.113,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,145.981,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,152.9724,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,159.4531,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,163.4549,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,157.9302,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,157.0615,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,163.9538,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,168.479,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,146.7867,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,149.1694,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,154.1591,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,141.0474,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,377.939,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,372.605,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,384.452,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,381.666,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,407.749,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,402.816,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,429.251,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,413.189,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,420.432,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,407.999,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,414.945,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,405.601,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,414.616,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,395.735,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,566.91,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,548.986,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,584.436,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,587.84,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,618.623,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,598.142,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,632.694,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,650.425,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,656.469,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,598.25,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,636.932,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,641.171,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,621.179,,
